ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0072164,mesonephric tubule development,5/132,96/13664,0.002361697,0.02856573,0.020902703,Sdc1/Slit2/Agtr1a/Wnt4/Grem1,5
GO:0060759,regulation of response to cytokine stimulus,6/132,140/13664,0.002367267,0.02856573,0.020902703,Slit3/Slit2/Irf7/Trem2/Cd300lf/Arg1,6
GO:0032496,response to lipopolysaccharide,11/132,418/13664,0.002418497,0.028937309,0.021174603,Fn1/Serpine1/Trem2/Slc11a1/Scarb1/Abca1/Arg1/Spon2/Plau/Fcgr2b/Cd68,11
GO:0032928,regulation of superoxide anion generation,3/132,28/13664,0.002419472,0.028937309,0.021174603,Itgb2/Clec7a/Agtr1a,3
GO:0090288,negative regulation of cellular response to growth factor stimulus,5/132,97/13664,0.002471073,0.029424273,0.021530934,Sfrp2/Cadm4/Slit2/Wnt4/Grem1,5
GO:0002820,negative regulation of adaptive immune response,4/132,59/13664,0.002511565,0.029775265,0.021787769,Il1rl1/Svep1/Arg1/Fcgr2b,4
GO:0007565,female pregnancy,8/132,244/13664,0.002537684,0.029953539,0.021918219,Ptn/Serpine1/Sfrp4/Ctsb/Arg1/Plau/Reg3b/Wnt4,8
GO:0002703,regulation of leukocyte mediated immunity,8/132,245/13664,0.002602458,0.030584537,0.022379946,Itgb2/Stxbp2/Svep1/Trem2/Clec7a/Arg1/Fcgr2b/Cd300a,8
GO:0045730,respiratory burst,3/132,29/13664,0.002679733,0.031197736,0.022828649,Trem2/Clec7a/Slc11a1,3
GO:0051894,positive regulation of focal adhesion assembly,3/132,29/13664,0.002679733,0.031197736,0.022828649,Thy1/Col16a1/Wnt4,3
GO:0002275,myeloid cell activation involved in immune response,5/132,99/13664,0.002700803,0.031197736,0.022828649,Enpp3/Itgb2/Stxbp2/Trem2/Cd300a,5
GO:0090263,positive regulation of canonical Wnt signaling pathway,5/132,99/13664,0.002700803,0.031197736,0.022828649,Col1a1/Sfrp2/Ptk7/Sfrp4/Ror2,5
GO:0072073,kidney epithelium development,6/132,144/13664,0.002725343,0.031347245,0.02293805,Anpep/Sdc1/Slit2/Agtr1a/Wnt4/Grem1,6
GO:0050728,negative regulation of inflammatory response,6/132,145/13664,0.002820887,0.032090281,0.02348176,Ccn3/Enpp3/Trem2/Fcgr2b/Slc39a8/Reg3b,6
GO:0001823,mesonephros development,5/132,100/13664,0.002821297,0.032090281,0.02348176,Sdc1/Slit2/Agtr1a/Wnt4/Grem1,5
GO:0070849,response to epidermal growth factor,4/132,61/13664,0.002837431,0.032090281,0.02348176,Col1a1/Serpine1/Snai2/Ptprv,4
GO:1905517,macrophage migration,4/132,61/13664,0.002837431,0.032090281,0.02348176,Mmp14/Ror2/Trem2/Lgals3,4
GO:0030509,BMP signaling pathway,6/132,146/13664,0.002918921,0.032874351,0.024055496,Sfrp2/Sfrp4/Ror2/Fst/Runx2/Grem1,6
GO:0034121,regulation of toll-like receptor signaling pathway,3/132,30/13664,0.002956629,0.032887938,0.024065438,Irf7/Cd300lf/Cd300a,3
GO:0044342,type B pancreatic cell proliferation,3/132,30/13664,0.002956629,0.032887938,0.024065438,Ccn3/Igfbp4/Serpinb1a,3
GO:0071305,cellular response to vitamin D,3/132,30/13664,0.002956629,0.032887938,0.024065438,Ptn/Snai2/Tnc,3
GO:0050730,regulation of peptidyl-tyrosine phosphorylation,7/132,198/13664,0.003097329,0.034311806,0.02510734,Thy1/Sfrp2/Cadm4/Itgb2/Trem2/Clec7a/Grem1,7
GO:0002237,response to molecule of bacterial origin,11/132,432/13664,0.003114609,0.034362406,0.025144366,Fn1/Serpine1/Trem2/Slc11a1/Scarb1/Abca1/Arg1/Spon2/Plau/Fcgr2b/Cd68,11
GO:0042110,T cell activation,12/132,497/13664,0.003140117,0.034502995,0.025247241,Thy1/Adam8/Itgb2/Slc11a1/Cd8a/Arg1/Runx2/Gpnmb/Slamf9/Cd300a/Wnt4/Lgals3,12
GO:0060443,mammary gland morphogenesis,4/132,63/13664,0.003191127,0.034921526,0.025553497,Slit2/Sfrp4/Arg1/Wnt4,4
GO:0001919,regulation of receptor recycling,3/132,31/13664,0.003250496,0.035285508,0.025819837,Nsg1/Ramp3/Agtr1a,3
GO:0003180,aortic valve morphogenesis,3/132,31/13664,0.003250496,0.035285508,0.025819837,Slit3/Eln/Slit2,3
GO:0002886,regulation of myeloid leukocyte mediated immunity,4/132,64/13664,0.003378761,0.036385626,0.026624838,Itgb2/Stxbp2/Arg1/Cd300a,4
GO:1904427,positive regulation of calcium ion transmembrane transport,4/132,64/13664,0.003378761,0.036385626,0.026624838,Cemip/Thy1/Ramp3/Agtr1a,4
GO:0043200,response to amino acid,7/132,202/13664,0.003459289,0.037104992,0.027151228,Col1a1/Ptn/Col1a2/Col16a1/Asns/Arg1/Reg3b,7
GO:0009595,detection of biotic stimulus,3/132,32/13664,0.003561658,0.03715347,0.027186701,Trem2/Clec7a/Scarb1,3
GO:0048745,smooth muscle tissue development,3/132,32/13664,0.003561658,0.03715347,0.027186701,Tnn/Efemp2/Itga8,3
GO:0098703,calcium ion import across plasma membrane,3/132,32/13664,0.003561658,0.03715347,0.027186701,Ramp3/Trpv2/Agtr1a,3
GO:0006959,humoral immune response,6/132,152/13664,0.003561677,0.03715347,0.027186701,Svep1/Trem2/Spon2/Fcgr2b/Reg3b/Lgals3,6
GO:0010631,epithelial cell migration,9/132,316/13664,0.003566845,0.03715347,0.027186701,Ccn3/Ptn/Serpine1/Srpx2/Slit2/Snai2/Itgb2/Scarb1/Grem1,9
GO:0001954,positive regulation of cell-matrix adhesion,4/132,65/13664,0.003573771,0.03715347,0.027186701,Thy1/Col16a1/Efemp2/Wnt4,4
GO:0001960,negative regulation of cytokine-mediated signaling pathway,4/132,65/13664,0.003573771,0.03715347,0.027186701,Slit3/Slit2/Trem2/Arg1,4
GO:0045123,cellular extravasation,4/132,65/13664,0.003573771,0.03715347,0.027186701,Thy1/Plvap/Adam8/Itgb2,4
GO:0090132,epithelium migration,9/132,317/13664,0.003641661,0.037714215,0.027597021,Ccn3/Ptn/Serpine1/Srpx2/Slit2/Snai2/Itgb2/Scarb1/Grem1,9
